Customer Id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Customer Segment
ORD-11089,108,1,750000,2,3,2,At Risk
ORD-11090,130,1,8500000,2,3,4,At Risk
ORD-11091,91,1,3600000,3,3,4,Champions
ORD-11092,181,1,250000,1,3,1,At Risk
ORD-11093,15,1,900000,4,3,3,Champions
ORD-11094,5,1,750000,4,3,2,Loyal
ORD-11095,78,1,1350000,3,3,3,Champions
ORD-11096,193,1,250000,1,3,1,At Risk
ORD-11097,45,1,3600000,4,3,4,Champions
ORD-11098,67,1,450000,3,3,2,Loyal
ORD-11099,207,1,750000,1,3,2,At Risk
ORD-11100,5,1,150000,4,3,1,Loyal
ORD-11101,150,1,1350000,2,3,3,At Risk
ORD-11102,37,1,450000,4,3,2,Loyal
ORD-11103,147,1,250000,2,3,1,At Risk
ORD-11104,148,1,450000,2,3,2,At Risk
ORD-11105,88,1,8500000,3,3,4,Champions
ORD-11106,180,1,17000000,1,3,4,At Risk
ORD-11107,127,1,8500000,2,3,4,At Risk
ORD-11108,118,1,1350000,2,3,3,At Risk
ORD-11109,182,1,1350000,1,3,3,At Risk
ORD-11110,191,1,450000,1,3,2,At Risk
ORD-11111,80,1,450000,3,3,2,Loyal
ORD-11112,135,1,1200000,2,3,3,At Risk
ORD-11113,108,1,750000,2,3,2,At Risk
ORD-11114,124,1,450000,2,3,2,At Risk
ORD-11115,81,1,750000,3,3,2,Loyal
ORD-11116,33,1,900000,4,3,3,Champions
ORD-11117,159,1,900000,2,3,3,At Risk
ORD-11118,210,1,450000,1,3,2,At Risk
ORD-11119,76,1,500000,3,3,2,Loyal
ORD-11120,135,1,1200000,2,3,3,At Risk
ORD-11121,189,1,300000,1,3,1,At Risk
ORD-11122,94,1,3600000,3,3,4,Champions
ORD-11123,43,1,150000,4,3,1,Loyal
ORD-11124,10,1,750000,4,3,2,Loyal
ORD-11125,3,1,900000,4,4,3,Champions
ORD-11126,131,1,3600000,2,4,4,At Risk
ORD-11127,84,1,3600000,3,4,4,Champions
ORD-11128,182,1,250000,1,4,1,At Risk
ORD-11129,16,1,450000,4,4,2,Loyal
ORD-11130,82,1,1350000,3,4,3,Champions
ORD-11131,48,1,8500000,4,4,4,Champions
ORD-11132,17,1,150000,4,4,1,Loyal
ORD-11133,18,1,450000,4,4,2,Loyal
ORD-11134,160,1,750000,2,4,2,At Risk
ORD-11135,142,1,450000,2,4,2,At Risk
ORD-11136,78,1,250000,3,4,1,Loyal
ORD-11137,52,1,1200000,4,4,3,Champions
ORD-11138,219,1,8500000,1,4,4,At Risk
ORD-11139,145,1,250000,2,4,1,At Risk
ORD-11140,1,1,900000,4,4,3,Champions
ORD-11141,77,1,750000,3,4,2,Loyal
ORD-11142,93,1,25500000,3,4,4,Champions
ORD-11143,187,1,1200000,1,4,3,At Risk
ORD-11144,38,1,8500000,4,4,4,Champions
ORD-11145,104,1,300000,3,4,1,Loyal
ORD-11146,118,1,1350000,2,4,3,At Risk
ORD-11147,208,1,150000,1,4,1,At Risk
ORD-11148,83,1,17000000,3,4,4,Champions
ORD-11149,84,1,500000,3,4,2,Loyal
ORD-11150,68,1,900000,3,4,3,Champions
ORD-11151,94,1,450000,3,4,2,Loyal
ORD-11152,132,1,17000000,2,4,4,At Risk
ORD-11153,4,1,450000,4,4,2,Loyal
ORD-11154,167,1,8500000,1,4,4,At Risk
ORD-11155,88,1,25500000,3,4,4,Champions
ORD-11156,116,1,1350000,2,4,3,At Risk
ORD-11157,55,1,750000,3,4,2,Loyal
ORD-11158,32,1,2400000,4,4,3,Champions
ORD-11159,215,1,25500000,1,4,4,At Risk
ORD-11160,43,1,17000000,4,4,4,Champions
ORD-11161,13,1,450000,4,4,2,Loyal
ORD-11162,187,1,450000,1,4,2,At Risk
ORD-11163,182,1,25500000,1,4,4,At Risk
ORD-11164,37,1,3600000,4,4,4,Champions
ORD-11165,189,1,1350000,1,4,3,At Risk
ORD-11166,130,1,150000,2,4,1,At Risk
ORD-11167,90,1,750000,3,4,2,Loyal
ORD-11168,45,1,8500000,4,4,4,Champions
ORD-11169,67,1,750000,3,4,2,Loyal
ORD-11170,78,1,300000,3,4,1,Loyal
ORD-11171,183,1,1350000,1,4,3,At Risk
ORD-11172,167,1,300000,1,4,1,At Risk
ORD-11173,47,1,25500000,4,4,4,Champions
ORD-11174,200,1,450000,1,4,2,At Risk
ORD-11175,141,1,3600000,2,4,4,At Risk
ORD-11176,72,1,25500000,3,4,4,Champions
ORD-11177,20,1,750000,4,4,2,Loyal
ORD-11178,163,1,450000,1,4,2,At Risk
ORD-11179,21,1,250000,4,4,1,Loyal
ORD-11180,31,1,900000,4,4,3,Champions
ORD-11181,88,1,300000,3,4,1,Loyal
ORD-11182,34,1,750000,4,4,2,Loyal
ORD-11183,157,1,300000,2,4,1,At Risk
ORD-11184,188,1,450000,1,4,2,At Risk
ORD-11185,12,1,450000,4,4,2,Loyal
ORD-11186,168,1,1350000,1,4,3,At Risk
ORD-11187,13,1,3600000,4,4,4,Champions
ORD-11188,6,1,1350000,4,4,3,Champions
ORD-11189,72,1,3600000,3,4,4,Champions
ORD-11190,101,1,250000,3,4,1,Loyal
ORD-11191,164,1,1200000,1,4,3,At Risk
ORD-11192,26,1,25500000,4,4,4,Champions
ORD-11193,106,1,450000,3,4,2,Loyal
ORD-11194,110,1,450000,2,4,2,At Risk
ORD-11195,134,1,3600000,2,4,4,At Risk
ORD-11196,45,1,750000,4,4,2,Loyal
ORD-11197,20,1,750000,4,4,2,Loyal
ORD-11198,106,1,450000,3,4,2,Loyal
ORD-11199,57,1,900000,3,4,3,Champions
ORD-11200,89,1,17000000,3,4,4,Champions
ORD-11201,85,1,8500000,3,4,4,Champions
ORD-11202,114,1,1350000,2,4,3,At Risk
ORD-11203,29,1,17000000,4,4,4,Champions
ORD-11204,113,1,250000,2,4,1,At Risk
ORD-11205,53,1,450000,4,4,2,Loyal
ORD-11206,212,1,150000,1,4,1,At Risk
ORD-11207,167,1,25500000,1,4,4,At Risk
ORD-11208,78,1,250000,3,4,1,Loyal
ORD-11209,167,1,25500000,1,4,4,At Risk
ORD-11210,116,1,3600000,2,4,4,At Risk
ORD-11211,136,1,8500000,2,4,4,At Risk
ORD-11212,203,1,25500000,1,4,4,At Risk
ORD-11213,135,1,750000,2,4,2,At Risk
ORD-11214,89,1,17000000,3,4,4,Champions
ORD-11215,111,1,8500000,2,4,4,At Risk
ORD-11216,63,1,900000,3,4,3,Champions
ORD-11217,188,1,17000000,1,4,4,At Risk
ORD-11218,218,1,2400000,1,4,3,At Risk
ORD-11219,131,1,500000,2,4,2,At Risk
ORD-11220,58,1,900000,3,4,3,Champions
ORD-11221,134,1,1350000,2,4,3,At Risk
ORD-11222,220,1,25500000,1,4,4,At Risk
ORD-11223,135,1,300000,2,4,1,At Risk
ORD-11224,26,1,3600000,4,4,4,Champions
ORD-11225,154,1,750000,2,4,2,At Risk
ORD-11226,207,1,250000,1,4,1,At Risk
ORD-11227,53,1,2400000,4,4,3,Champions
ORD-11228,135,1,500000,2,4,2,At Risk
ORD-11229,195,1,2400000,1,4,3,At Risk
ORD-11230,20,1,3600000,4,4,4,Champions
ORD-11231,44,1,8500000,4,4,4,Champions
ORD-11232,196,1,300000,1,4,1,At Risk
ORD-11233,202,1,3600000,1,4,4,At Risk
ORD-11234,98,1,300000,3,4,1,Loyal
ORD-11235,150,1,500000,2,4,2,At Risk
ORD-11236,77,1,750000,3,4,2,Loyal
ORD-11237,98,1,25500000,3,4,4,Champions
ORD-11238,95,1,450000,3,4,2,Loyal
ORD-11239,22,1,750000,4,4,2,Loyal
ORD-11240,110,1,1200000,2,4,3,At Risk
ORD-11241,70,1,25500000,3,4,4,Champions
ORD-11242,45,1,1350000,4,4,3,Champions
ORD-11243,94,1,250000,3,4,1,Loyal
ORD-11244,164,1,150000,1,4,1,At Risk
ORD-11245,64,1,1200000,3,4,3,Champions
ORD-11246,102,1,500000,3,4,2,Loyal
ORD-11247,22,1,300000,4,4,1,Loyal
ORD-11248,81,1,8500000,3,4,4,Champions
ORD-11249,18,1,8500000,4,4,4,Champions
ORD-11250,50,1,500000,4,4,2,Loyal
ORD-11251,215,1,450000,1,4,2,At Risk
ORD-11252,61,1,1350000,3,4,3,Champions
ORD-11253,136,1,250000,2,4,1,At Risk
ORD-11254,174,1,150000,1,4,1,At Risk
ORD-11255,214,1,250000,1,4,1,At Risk
ORD-11256,102,1,900000,3,4,3,Champions
ORD-11257,169,1,900000,1,4,3,At Risk
ORD-11258,166,1,300000,1,4,1,At Risk
ORD-11259,47,1,450000,4,4,2,Loyal
ORD-11260,48,1,2400000,4,4,3,Champions
ORD-11261,108,1,500000,2,4,2,At Risk
ORD-11262,19,1,1200000,4,4,3,Champions
ORD-11263,34,1,750000,4,4,2,Loyal
ORD-11264,147,1,25500000,2,4,4,At Risk
ORD-11265,190,1,17000000,1,4,4,At Risk
ORD-11266,148,1,750000,2,4,2,At Risk
ORD-11267,58,1,1350000,3,4,3,Champions
ORD-11268,36,1,250000,4,4,1,Loyal
ORD-11269,201,1,1350000,1,4,3,At Risk
ORD-11270,215,1,900000,1,4,3,At Risk
ORD-11271,158,1,450000,2,4,2,At Risk
ORD-11272,133,1,2400000,2,4,3,At Risk
ORD-11273,124,1,8500000,2,4,4,At Risk
ORD-11274,7,1,750000,4,4,2,Loyal
ORD-11275,170,1,900000,1,4,3,At Risk
ORD-11276,219,1,250000,1,4,1,At Risk
ORD-11277,182,1,17000000,1,4,4,At Risk
ORD-11278,153,1,2400000,2,4,3,At Risk
ORD-11279,50,1,150000,4,4,1,Loyal
ORD-11280,6,1,1200000,4,4,3,Champions
ORD-11281,45,1,2400000,4,4,3,Champions
ORD-11282,73,1,1200000,3,4,3,Champions
ORD-11283,169,1,300000,1,4,1,At Risk
ORD-11284,46,1,8500000,4,4,4,Champions
ORD-11285,214,1,450000,1,4,2,At Risk
ORD-11286,161,1,150000,2,4,1,At Risk
ORD-11287,74,1,1200000,3,4,3,Champions
ORD-11288,47,1,8500000,4,4,4,Champions
ORD-11289,125,1,250000,2,4,1,At Risk
ORD-11290,153,1,3600000,2,4,4,At Risk
ORD-11291,92,1,500000,3,4,2,Loyal
ORD-11292,51,1,250000,4,4,1,Loyal
ORD-11293,96,1,150000,3,4,1,Loyal
ORD-11294,7,1,2400000,4,4,3,Champions
ORD-11295,208,1,1200000,1,4,3,At Risk
ORD-11296,70,1,500000,3,4,2,Loyal
ORD-11297,59,1,2400000,3,4,3,Champions
ORD-11298,50,1,1350000,4,4,3,Champions
ORD-11299,166,1,2400000,1,4,3,At Risk
ORD-11300,69,1,450000,3,4,2,Loyal
ORD-11301,212,1,2400000,1,4,3,At Risk
ORD-11302,207,1,1200000,1,4,3,At Risk
ORD-11303,52,1,2400000,4,4,3,Champions
ORD-11304,109,1,300000,2,4,1,At Risk
ORD-11305,90,1,300000,3,4,1,Loyal
ORD-11306,148,1,150000,2,4,1,At Risk
ORD-11307,121,1,1350000,2,4,3,At Risk
ORD-11308,192,1,250000,1,4,1,At Risk
ORD-11309,4,1,25500000,4,4,4,Champions
ORD-11310,66,1,17000000,3,4,4,Champions
ORD-11311,70,1,25500000,3,4,4,Champions
ORD-11312,55,1,1350000,3,4,3,Champions
ORD-11313,201,1,500000,1,4,2,At Risk
ORD-11314,219,1,250000,1,4,1,At Risk
ORD-11315,81,1,25500000,3,4,4,Champions
ORD-11316,18,1,25500000,4,4,4,Champions
ORD-11317,7,1,500000,4,4,2,Loyal
ORD-11318,21,1,2400000,4,4,3,Champions
ORD-11319,205,1,1200000,1,4,3,At Risk
ORD-11320,55,1,1350000,3,4,3,Champions
ORD-11321,90,1,1200000,3,4,3,Champions
ORD-11322,40,1,150000,4,4,1,Loyal
ORD-11323,205,1,1200000,1,4,3,At Risk
ORD-11324,61,1,250000,3,4,1,Loyal
ORD-11325,37,1,500000,4,4,2,Loyal
ORD-11326,195,1,8500000,1,4,4,At Risk
ORD-11327,45,1,900000,4,4,3,Champions
ORD-11328,99,1,500000,3,4,2,Loyal
ORD-11329,158,1,300000,2,4,1,At Risk
ORD-11330,187,1,450000,1,4,2,At Risk
ORD-11331,20,1,25500000,4,4,4,Champions
ORD-11332,159,1,17000000,2,4,4,At Risk
ORD-11333,84,1,17000000,3,4,4,Champions
ORD-11334,10,1,25500000,4,4,4,Champions
ORD-11335,121,1,2400000,2,4,3,At Risk
ORD-11336,182,1,8500000,1,4,4,At Risk
ORD-11337,95,1,8500000,3,4,4,Champions
ORD-11338,34,1,300000,4,4,1,Loyal
ORD-11339,160,1,900000,2,4,3,At Risk
ORD-11340,73,1,1200000,3,4,3,Champions
ORD-11341,196,1,250000,1,4,1,At Risk
ORD-11342,172,1,17000000,1,4,4,At Risk
ORD-11343,87,1,300000,3,4,1,Loyal
ORD-11344,110,1,17000000,2,4,4,At Risk
ORD-11345,4,1,250000,4,4,1,Loyal
ORD-11346,216,1,1350000,1,4,3,At Risk
ORD-11347,1,1,300000,4,4,1,Loyal
ORD-11348,97,1,750000,3,4,2,Loyal
ORD-11349,43,1,450000,4,4,2,Loyal
ORD-11350,36,1,1350000,4,4,3,Champions
ORD-11351,220,1,3600000,1,4,4,At Risk
ORD-11352,56,1,25500000,3,4,4,Champions
ORD-11353,72,1,300000,3,4,1,Loyal
ORD-11354,183,1,900000,1,4,3,At Risk
ORD-11355,106,1,3600000,3,4,4,Champions
ORD-11356,50,1,1200000,4,4,3,Champions
ORD-11357,201,1,300000,1,4,1,At Risk
ORD-11358,174,1,450000,1,4,2,At Risk
ORD-11359,75,1,25500000,3,4,4,Champions
ORD-11360,208,1,300000,1,4,1,At Risk
ORD-11361,191,1,900000,1,4,3,At Risk
ORD-11362,86,1,250000,3,4,1,Loyal
ORD-11363,199,1,1200000,1,4,3,At Risk
ORD-11364,119,1,2400000,2,4,3,At Risk
ORD-11365,40,1,900000,4,4,3,Champions
ORD-11366,19,1,250000,4,4,1,Loyal
ORD-11367,146,1,300000,2,4,1,At Risk
ORD-11368,88,1,25500000,3,4,4,Champions
ORD-11369,63,1,1350000,3,4,3,Champions
ORD-11370,188,1,450000,1,4,2,At Risk
ORD-11371,50,1,500000,4,4,2,Loyal
ORD-11372,11,1,1200000,4,4,3,Champions
ORD-11373,137,1,1200000,2,4,3,At Risk
ORD-11374,31,1,900000,4,4,3,Champions
ORD-11375,38,1,25500000,4,4,4,Champions
ORD-11376,211,1,1200000,1,4,3,At Risk
ORD-11377,20,1,750000,4,4,2,Loyal
ORD-11378,22,1,1200000,4,4,3,Champions
ORD-11379,210,1,250000,1,4,1,At Risk
ORD-11380,75,1,300000,3,4,1,Loyal
ORD-11381,148,1,250000,2,4,1,At Risk
ORD-11382,169,1,1200000,1,4,3,At Risk
ORD-11383,120,1,250000,2,4,1,At Risk
ORD-11384,40,1,450000,4,4,2,Loyal
ORD-11385,183,1,17000000,1,4,4,At Risk
ORD-11386,78,1,1350000,3,4,3,Champions
ORD-11387,37,1,2400000,4,4,3,Champions
ORD-11388,35,1,17000000,4,4,4,Champions
ORD-11389,112,1,1200000,2,4,3,At Risk
ORD-11390,65,1,3600000,3,4,4,Champions
ORD-11391,136,1,1350000,2,4,3,At Risk
ORD-11392,76,1,450000,3,4,2,Loyal
ORD-11393,173,1,450000,1,4,2,At Risk
ORD-11394,206,1,500000,1,4,2,At Risk
ORD-11395,137,1,3600000,2,4,4,At Risk
ORD-11396,215,1,8500000,1,4,4,At Risk
ORD-11397,39,1,250000,4,4,1,Loyal
ORD-11398,203,1,250000,1,4,1,At Risk
ORD-11399,192,1,500000,1,4,2,At Risk
ORD-11400,112,1,3600000,2,4,4,At Risk
ORD-11401,34,1,1200000,4,4,3,Champions
ORD-11402,181,1,450000,1,4,2,At Risk
ORD-11403,128,1,250000,2,4,1,At Risk
ORD-11404,136,1,900000,2,4,3,At Risk
ORD-11405,145,1,2400000,2,4,3,At Risk
ORD-11406,134,1,17000000,2,4,4,At Risk
ORD-11407,52,1,2400000,4,4,3,Champions
ORD-11408,182,1,8500000,1,4,4,At Risk
ORD-11409,21,1,1350000,4,4,3,Champions
ORD-11410,188,1,2400000,1,4,3,At Risk
ORD-11411,160,1,450000,2,4,2,At Risk
ORD-11412,79,1,8500000,3,4,4,Champions
ORD-11413,221,1,8500000,1,4,4,At Risk
ORD-11414,6,1,150000,4,4,1,Loyal
ORD-11415,144,1,900000,2,4,3,At Risk
ORD-11416,19,1,1200000,4,4,3,Champions
ORD-11417,185,1,150000,1,4,1,At Risk
ORD-11418,73,1,8500000,3,4,4,Champions
ORD-11419,164,1,450000,1,4,2,At Risk
ORD-11420,80,1,750000,3,4,2,Loyal
ORD-11421,41,1,450000,4,4,2,Loyal
ORD-11422,187,1,3600000,1,4,4,At Risk
ORD-11423,127,1,250000,2,4,1,At Risk
ORD-11424,182,1,25500000,1,4,4,At Risk
ORD-11425,105,1,2400000,3,4,3,Champions
ORD-11426,115,1,1200000,2,4,3,At Risk
ORD-11427,61,1,900000,3,4,3,Champions
ORD-11428,147,1,2400000,2,4,3,At Risk
ORD-11429,219,1,450000,1,4,2,At Risk
ORD-11430,191,1,1200000,1,4,3,At Risk
ORD-11431,107,1,1200000,2,4,3,At Risk
ORD-11432,89,1,150000,3,4,1,Loyal
ORD-11433,7,1,450000,4,4,2,Loyal
ORD-11434,142,1,450000,2,4,2,At Risk
ORD-11435,155,1,2400000,2,4,3,At Risk
ORD-11436,142,1,300000,2,4,1,At Risk
ORD-11437,119,1,900000,2,4,3,At Risk
ORD-11438,107,1,750000,2,4,2,At Risk
ORD-11439,186,1,450000,1,4,2,At Risk
ORD-11440,134,1,450000,2,4,2,At Risk
ORD-11441,221,1,2400000,1,4,3,At Risk
ORD-11442,44,1,17000000,4,4,4,Champions
ORD-11443,52,1,1200000,4,4,3,Champions
ORD-11444,18,1,8500000,4,4,4,Champions
ORD-11445,184,1,2400000,1,4,3,At Risk
ORD-11446,137,1,500000,2,4,2,At Risk
ORD-11447,90,1,500000,3,4,2,Loyal
ORD-11448,122,1,2400000,2,4,3,At Risk
ORD-11449,27,1,25500000,4,4,4,Champions
ORD-11450,141,1,500000,2,4,2,At Risk
ORD-11451,164,1,750000,1,4,2,At Risk
ORD-11452,68,1,250000,3,4,1,Loyal
ORD-11453,168,1,300000,1,4,1,At Risk
ORD-11454,153,1,150000,2,4,1,At Risk
ORD-11455,11,1,25500000,4,4,4,Champions
ORD-11456,110,1,2400000,2,4,3,At Risk
ORD-11457,180,1,2400000,1,4,3,At Risk
ORD-11458,171,1,250000,1,4,1,At Risk
ORD-11459,12,1,900000,4,4,3,Champions
ORD-11460,165,1,450000,1,4,2,At Risk
ORD-11461,44,1,450000,4,4,2,Loyal
ORD-11462,29,1,900000,4,4,3,Champions
ORD-11463,49,1,8500000,4,4,4,Champions
ORD-11464,156,1,250000,2,4,1,At Risk
ORD-11465,162,1,3600000,2,4,4,At Risk
ORD-11466,182,1,450000,1,4,2,At Risk
ORD-11467,180,1,250000,1,4,1,At Risk
ORD-11468,181,1,450000,1,4,2,At Risk
ORD-11469,49,1,1200000,4,4,3,Champions
ORD-11470,56,1,17000000,3,4,4,Champions
ORD-11471,1,1,450000,4,4,2,Loyal
ORD-11472,183,1,300000,1,4,1,At Risk
ORD-11473,32,1,500000,4,4,2,Loyal
ORD-11474,220,1,150000,1,4,1,At Risk
ORD-11475,80,1,25500000,3,4,4,Champions
ORD-11476,150,1,500000,2,4,2,At Risk
ORD-11477,96,1,8500000,3,4,4,Champions
ORD-11478,188,1,300000,1,4,1,At Risk
ORD-11479,53,1,1200000,4,4,3,Champions
ORD-11480,10,1,450000,4,4,2,Loyal
ORD-11481,26,1,750000,4,4,2,Loyal
ORD-11482,3,1,450000,4,4,2,Loyal
ORD-11483,92,1,750000,3,4,2,Loyal
ORD-11484,166,1,2400000,1,4,3,At Risk
ORD-11485,208,1,300000,1,4,1,At Risk
ORD-11486,122,1,450000,2,4,2,At Risk
ORD-11487,131,1,1200000,2,4,3,At Risk
ORD-11488,107,1,1350000,2,4,3,At Risk
ORD-11489,155,1,300000,2,4,1,At Risk
ORD-11490,92,1,1350000,3,4,3,Champions
ORD-11491,58,1,2400000,3,4,3,Champions
ORD-11492,138,1,750000,2,4,2,At Risk
ORD-11493,167,1,900000,1,4,3,At Risk
ORD-11494,168,1,2400000,1,4,3,At Risk
ORD-11495,42,1,1350000,4,4,3,Champions
ORD-11496,122,1,450000,2,4,2,At Risk
ORD-11497,86,1,750000,3,4,2,Loyal
ORD-11498,132,1,750000,2,4,2,At Risk
ORD-11499,150,1,450000,2,4,2,At Risk
