order_id,order_date,category,product_name,unit_price,quantity,payment_method,payment_status,total_sales,order_month,order_day
ORD-10421,2026-05-27 02:00:00,Gadgets,Smartwatch,1200000,1,Credit Card,Paid,1200000,2026-05,Wednesday
ORD-10422,2026-08-01 04:00:00,Electronics,Laptop,8500000,1,Credit Card,Paid,8500000,2026-08,Saturday
ORD-10423,2026-04-25 08:00:00,Accessories,Headphone Bluetooth,450000,2,E-Wallet,Paid,900000,2026-04,Saturday
ORD-10424,2026-05-20 20:00:00,Home & Living,Lampu Meja,150000,3,Credit Card,Paid,450000,2026-05,Wednesday
ORD-10425,2026-06-18 13:00:00,Home & Living,Lampu Meja,150000,1,Midtrans - Bank Transfer,Paid,150000,2026-06,Thursday
ORD-10426,2026-02-21 19:00:00,Accessories,Headphone Bluetooth,450000,2,E-Wallet,Paid,900000,2026-02,Saturday
ORD-10427,2026-08-05 04:00:00,Gadgets,Smartwatch,1200000,2,Midtrans - Bank Transfer,Paid,2400000,2026-08,Wednesday
ORD-10428,2026-05-10 22:00:00,Electronics,Laptop,8500000,1,Midtrans - QRIS,Paid,8500000,2026-05,Sunday
ORD-10429,2026-08-01 16:00:00,Home & Living,Lampu Meja,150000,3,Credit Card,Paid,450000,2026-08,Saturday
ORD-10430,2026-03-31 05:00:00,Fashion,Kemeja Casual,250000,3,Midtrans - QRIS,Paid,750000,2026-03,Tuesday
ORD-10431,2026-07-30 13:00:00,Home & Living,Lampu Meja,150000,2,Credit Card,Paid,300000,2026-07,Thursday
ORD-10432,2026-05-08 11:00:00,Home & Living,Lampu Meja,150000,1,Credit Card,Paid,150000,2026-05,Friday
ORD-10433,2026-07-09 12:00:00,Fashion,Kemeja Casual,250000,1,Midtrans - QRIS,Paid,250000,2026-07,Thursday
ORD-10434,2026-05-04 07:00:00,Fashion,Kemeja Casual,250000,1,Credit Card,Paid,250000,2026-05,Monday
ORD-10435,2026-04-05 09:00:00,Gadgets,Smartwatch,1200000,2,E-Wallet,Paid,2400000,2026-04,Sunday
ORD-10436,2026-04-14 07:00:00,Accessories,Headphone Bluetooth,450000,1,Credit Card,Failed,450000,2026-04,Tuesday
ORD-10437,2026-07-13 14:00:00,Gadgets,Smartwatch,1200000,1,Midtrans - Bank Transfer,Failed,1200000,2026-07,Monday
ORD-10438,2026-03-10 03:00:00,Gadgets,Smartwatch,1200000,1,Midtrans - Bank Transfer,Paid,1200000,2026-03,Tuesday
ORD-10439,2026-03-15 05:00:00,Accessories,Headphone Bluetooth,450000,2,Midtrans - Bank Transfer,Paid,900000,2026-03,Sunday
ORD-10440,2026-07-05 12:00:00,Home & Living,Lampu Meja,150000,3,Credit Card,Paid,450000,2026-07,Sunday
ORD-10441,2026-03-28 06:00:00,Fashion,Kemeja Casual,250000,1,Credit Card,Paid,250000,2026-03,Saturday
ORD-10442,2026-04-29 17:00:00,Accessories,Headphone Bluetooth,450000,2,Credit Card,Paid,900000,2026-04,Wednesday
ORD-10443,2026-05-16 11:00:00,Gadgets,Smartwatch,1200000,3,Credit Card,Paid,3600000,2026-05,Saturday
ORD-10444,2026-06-05 10:00:00,Electronics,Laptop,8500000,3,E-Wallet,Failed,25500000,2026-06,Friday
ORD-10445,2026-04-14 17:00:00,Accessories,Headphone Bluetooth,450000,3,Midtrans - QRIS,Paid,1350000,2026-04,Tuesday
ORD-10446,2026-03-09 23:00:00,Home & Living,Lampu Meja,150000,1,Midtrans - Bank Transfer,Paid,150000,2026-03,Monday
ORD-10447,2026-04-28 08:00:00,Fashion,Kemeja Casual,250000,2,Midtrans - Bank Transfer,Paid,500000,2026-04,Tuesday
ORD-10448,2026-02-12 07:00:00,Home & Living,Lampu Meja,150000,1,Credit Card,Paid,150000,2026-02,Thursday
ORD-10449,2026-02-26 04:00:00,Gadgets,Smartwatch,1200000,1,Midtrans - Bank Transfer,Paid,1200000,2026-02,Thursday
ORD-10450,2026-07-12 03:00:00,Home & Living,Lampu Meja,150000,3,E-Wallet,Paid,450000,2026-07,Sunday
ORD-10451,2026-05-09 15:00:00,Fashion,Kemeja Casual,250000,3,Midtrans - QRIS,Paid,750000,2026-05,Saturday
ORD-10452,2026-04-29 07:00:00,Gadgets,Smartwatch,1200000,2,Midtrans - Bank Transfer,Paid,2400000,2026-04,Wednesday
ORD-10453,2026-01-14 23:00:00,Gadgets,Smartwatch,1200000,1,Midtrans - Bank Transfer,Paid,1200000,2026-01,Wednesday
ORD-10454,2026-07-11 08:00:00,Electronics,Laptop,8500000,2,Midtrans - QRIS,Pending,17000000,2026-07,Saturday
ORD-10455,2026-02-07 07:00:00,Electronics,Laptop,8500000,3,Credit Card,Paid,25500000,2026-02,Saturday
ORD-10456,2026-05-28 18:00:00,Gadgets,Smartwatch,1200000,2,Credit Card,Paid,2400000,2026-05,Thursday
ORD-10457,2026-02-05 11:00:00,Gadgets,Smartwatch,1200000,2,Credit Card,Paid,2400000,2026-02,Thursday
ORD-10458,2026-03-12 07:00:00,Home & Living,Lampu Meja,150000,3,E-Wallet,Paid,450000,2026-03,Thursday
ORD-10459,2026-03-22 11:00:00,Fashion,Kemeja Casual,250000,1,Credit Card,Paid,250000,2026-03,Sunday
ORD-10460,2026-06-06 02:00:00,Home & Living,Lampu Meja,150000,2,E-Wallet,Paid,300000,2026-06,Saturday
ORD-10461,2026-04-12 03:00:00,Gadgets,Smartwatch,1200000,3,Midtrans - Bank Transfer,Paid,3600000,2026-04,Sunday
ORD-10462,2026-03-07 08:00:00,Electronics,Laptop,8500000,1,Midtrans - Bank Transfer,Paid,8500000,2026-03,Saturday
ORD-10463,2026-06-16 16:00:00,Electronics,Laptop,8500000,3,Credit Card,Paid,25500000,2026-06,Tuesday
ORD-10464,2026-07-30 12:00:00,Home & Living,Lampu Meja,150000,1,Midtrans - Bank Transfer,Failed,150000,2026-07,Thursday
ORD-10465,2026-04-25 02:00:00,Accessories,Headphone Bluetooth,450000,3,Credit Card,Paid,1350000,2026-04,Saturday
ORD-10466,2026-05-26 18:00:00,Accessories,Headphone Bluetooth,450000,2,Credit Card,Paid,900000,2026-05,Tuesday
ORD-10467,2026-08-09 07:00:00,Fashion,Kemeja Casual,250000,2,E-Wallet,Paid,500000,2026-08,Sunday
ORD-10468,2026-06-13 01:00:00,Gadgets,Smartwatch,1200000,2,Midtrans - Bank Transfer,Paid,2400000,2026-06,Saturday
ORD-10469,2026-02-14 10:00:00,Electronics,Laptop,8500000,2,Credit Card,Failed,17000000,2026-02,Saturday
ORD-10470,2026-07-02 12:00:00,Fashion,Kemeja Casual,250000,2,Midtrans - Bank Transfer,Paid,500000,2026-07,Thursday
ORD-10471,2026-04-12 20:00:00,Home & Living,Lampu Meja,150000,1,E-Wallet,Paid,150000,2026-04,Sunday
ORD-10472,2026-06-21 03:00:00,Electronics,Laptop,8500000,3,Midtrans - Bank Transfer,Paid,25500000,2026-06,Sunday
ORD-10473,2026-05-21 13:00:00,Accessories,Headphone Bluetooth,450000,1,Credit Card,Paid,450000,2026-05,Thursday
ORD-10474,2026-06-15 09:00:00,Home & Living,Lampu Meja,150000,2,Credit Card,Paid,300000,2026-06,Monday
ORD-10475,2026-04-17 02:00:00,Electronics,Laptop,8500000,2,Midtrans - QRIS,Paid,17000000,2026-04,Friday
ORD-10476,2026-02-01 09:00:00,Gadgets,Smartwatch,1200000,2,Credit Card,Paid,2400000,2026-02,Sunday
ORD-10477,2026-03-28 18:00:00,Home & Living,Lampu Meja,150000,3,Midtrans - QRIS,Paid,450000,2026-03,Saturday
ORD-10478,2026-04-26 14:00:00,Accessories,Headphone Bluetooth,450000,2,Midtrans - Bank Transfer,Failed,900000,2026-04,Sunday
ORD-10479,2026-05-01 16:00:00,Home & Living,Lampu Meja,150000,2,E-Wallet,Paid,300000,2026-05,Friday
ORD-10480,2026-06-24 09:00:00,Electronics,Laptop,8500000,3,Midtrans - QRIS,Paid,25500000,2026-06,Wednesday
ORD-10481,2026-02-02 07:00:00,Gadgets,Smartwatch,1200000,2,Midtrans - QRIS,Paid,2400000,2026-02,Monday
ORD-10482,2026-03-09 17:00:00,Gadgets,Smartwatch,1200000,2,Credit Card,Paid,2400000,2026-03,Monday
ORD-10483,2026-05-08 21:00:00,Home & Living,Lampu Meja,150000,2,Midtrans - Bank Transfer,Paid,300000,2026-05,Friday
ORD-10484,2026-01-18 09:00:00,Electronics,Laptop,8500000,1,Midtrans - Bank Transfer,Paid,8500000,2026-01,Sunday
ORD-10485,2026-01-05 18:00:00,Accessories,Headphone Bluetooth,450000,1,Credit Card,Paid,450000,2026-01,Monday
ORD-10486,2026-01-26 16:00:00,Electronics,Laptop,8500000,1,Midtrans - QRIS,Paid,8500000,2026-01,Monday
ORD-10487,2026-06-15 14:00:00,Fashion,Kemeja Casual,250000,2,E-Wallet,Paid,500000,2026-06,Monday
ORD-10488,2026-05-17 03:00:00,Gadgets,Smartwatch,1200000,2,Midtrans - QRIS,Paid,2400000,2026-05,Sunday
ORD-10489,2026-02-04 09:00:00,Gadgets,Smartwatch,1200000,1,E-Wallet,Paid,1200000,2026-02,Wednesday
ORD-10490,2026-03-05 04:00:00,Gadgets,Smartwatch,1200000,1,Credit Card,Paid,1200000,2026-03,Thursday
ORD-10491,2026-05-12 02:00:00,Fashion,Kemeja Casual,250000,3,Credit Card,Paid,750000,2026-05,Tuesday
ORD-10492,2026-01-18 04:00:00,Fashion,Kemeja Casual,250000,2,Credit Card,Paid,500000,2026-01,Sunday
ORD-10493,2026-01-31 08:00:00,Gadgets,Smartwatch,1200000,1,Credit Card,Paid,1200000,2026-01,Saturday
ORD-10494,2026-05-20 12:00:00,Electronics,Laptop,8500000,2,Midtrans - Bank Transfer,Paid,17000000,2026-05,Wednesday
ORD-10495,2026-04-28 00:00:00,Electronics,Laptop,8500000,3,E-Wallet,Paid,25500000,2026-04,Tuesday
ORD-10496,2026-01-29 03:00:00,Electronics,Laptop,8500000,2,Midtrans - Bank Transfer,Pending,17000000,2026-01,Thursday
ORD-10497,2026-05-25 09:00:00,Accessories,Headphone Bluetooth,450000,3,Midtrans - Bank Transfer,Paid,1350000,2026-05,Monday
ORD-10498,2026-04-15 08:00:00,Home & Living,Lampu Meja,150000,1,Credit Card,Paid,150000,2026-04,Wednesday
ORD-10499,2026-05-04 15:00:00,Gadgets,Smartwatch,1200000,2,Credit Card,Pending,2400000,2026-05,Monday
ORD-10500,2026-04-27 02:00:00,Home & Living,Lampu Meja,150000,1,Midtrans - QRIS,Paid,150000,2026-04,Monday
ORD-10501,2026-02-16 18:00:00,Gadgets,Smartwatch,1200000,3,Midtrans - Bank Transfer,Paid,3600000,2026-02,Monday
ORD-10502,2026-06-19 23:00:00,Fashion,Kemeja Casual,250000,1,Midtrans - Bank Transfer,Pending,250000,2026-06,Friday
ORD-10503,2026-03-07 11:00:00,Electronics,Laptop,8500000,3,Midtrans - QRIS,Paid,25500000,2026-03,Saturday
ORD-10504,2026-07-31 09:00:00,Accessories,Headphone Bluetooth,450000,1,Credit Card,Paid,450000,2026-07,Friday
ORD-10505,2026-08-01 16:00:00,Electronics,Laptop,8500000,3,Midtrans - Bank Transfer,Paid,25500000,2026-08,Saturday
ORD-10506,2026-03-31 07:00:00,Electronics,Laptop,8500000,2,Midtrans - Bank Transfer,Paid,17000000,2026-03,Tuesday
ORD-10507,2026-03-12 07:00:00,Home & Living,Lampu Meja,150000,3,E-Wallet,Failed,450000,2026-03,Thursday
ORD-10508,2026-06-22 04:00:00,Electronics,Laptop,8500000,1,Midtrans - QRIS,Failed,8500000,2026-06,Monday
ORD-10509,2026-06-10 11:00:00,Gadgets,Smartwatch,1200000,1,Credit Card,Paid,1200000,2026-06,Wednesday
ORD-10510,2026-05-24 08:00:00,Fashion,Kemeja Casual,250000,2,Credit Card,Paid,500000,2026-05,Sunday
ORD-10511,2026-06-06 22:00:00,Gadgets,Smartwatch,1200000,3,Midtrans - Bank Transfer,Paid,3600000,2026-06,Saturday
ORD-10512,2026-04-07 22:00:00,Accessories,Headphone Bluetooth,450000,1,E-Wallet,Paid,450000,2026-04,Tuesday
ORD-10513,2026-05-02 10:00:00,Electronics,Laptop,8500000,1,Midtrans - QRIS,Paid,8500000,2026-05,Saturday
ORD-10514,2026-07-27 00:00:00,Electronics,Laptop,8500000,1,Credit Card,Paid,8500000,2026-07,Monday
ORD-10515,2026-06-14 16:00:00,Fashion,Kemeja Casual,250000,1,E-Wallet,Pending,250000,2026-06,Sunday
ORD-10516,2026-01-25 19:00:00,Gadgets,Smartwatch,1200000,2,Credit Card,Paid,2400000,2026-01,Sunday
ORD-10517,2026-01-31 08:00:00,Gadgets,Smartwatch,1200000,1,E-Wallet,Paid,1200000,2026-01,Saturday
ORD-10518,2026-02-26 21:00:00,Electronics,Laptop,8500000,1,E-Wallet,Paid,8500000,2026-02,Thursday
ORD-10519,2026-07-07 04:00:00,Accessories,Headphone Bluetooth,450000,1,Midtrans - Bank Transfer,Paid,450000,2026-07,Tuesday
ORD-10520,2026-01-30 02:00:00,Fashion,Kemeja Casual,250000,1,E-Wallet,Paid,250000,2026-01,Friday
ORD-10521,2026-01-17 11:00:00,Fashion,Kemeja Casual,250000,2,Midtrans - Bank Transfer,Paid,500000,2026-01,Saturday
ORD-10522,2026-06-23 19:00:00,Fashion,Kemeja Casual,250000,2,Midtrans - Bank Transfer,Paid,500000,2026-06,Tuesday
ORD-10523,2026-07-01 16:00:00,Fashion,Kemeja Casual,250000,3,Midtrans - Bank Transfer,Paid,750000,2026-07,Wednesday
ORD-10524,2026-04-15 06:00:00,Electronics,Laptop,8500000,2,E-Wallet,Paid,17000000,2026-04,Wednesday
ORD-10525,2026-03-17 19:00:00,Home & Living,Lampu Meja,150000,1,E-Wallet,Paid,150000,2026-03,Tuesday
ORD-10526,2026-01-30 21:00:00,Fashion,Kemeja Casual,250000,2,Midtrans - Bank Transfer,Paid,500000,2026-01,Friday
ORD-10527,2026-04-26 22:00:00,Gadgets,Smartwatch,1200000,3,Midtrans - Bank Transfer,Paid,3600000,2026-04,Sunday
ORD-10528,2026-07-26 02:00:00,Fashion,Kemeja Casual,250000,3,Midtrans - QRIS,Paid,750000,2026-07,Sunday
ORD-10529,2026-05-30 01:00:00,Home & Living,Lampu Meja,150000,3,Midtrans - QRIS,Paid,450000,2026-05,Saturday
ORD-10530,2026-01-06 23:00:00,Accessories,Headphone Bluetooth,450000,2,Credit Card,Paid,900000,2026-01,Tuesday
ORD-10531,2026-07-27 12:00:00,Accessories,Headphone Bluetooth,450000,1,Midtrans - Bank Transfer,Paid,450000,2026-07,Monday
ORD-10532,2026-05-11 20:00:00,Gadgets,Smartwatch,1200000,1,Midtrans - QRIS,Paid,1200000,2026-05,Monday
ORD-10533,2026-07-07 03:00:00,Home & Living,Lampu Meja,150000,1,E-Wallet,Paid,150000,2026-07,Tuesday
ORD-10534,2026-05-03 10:00:00,Gadgets,Smartwatch,1200000,3,Credit Card,Paid,3600000,2026-05,Sunday
ORD-10535,2026-06-01 12:00:00,Home & Living,Lampu Meja,150000,1,Credit Card,Paid,150000,2026-06,Monday
ORD-10536,2026-05-15 06:00:00,Accessories,Headphone Bluetooth,450000,2,Credit Card,Paid,900000,2026-05,Friday
ORD-10537,2026-02-18 15:00:00,Home & Living,Lampu Meja,150000,1,Midtrans - Bank Transfer,Pending,150000,2026-02,Wednesday
ORD-10538,2026-04-20 00:00:00,Fashion,Kemeja Casual,250000,1,Credit Card,Paid,250000,2026-04,Monday
ORD-10539,2026-02-14 06:00:00,Gadgets,Smartwatch,1200000,2,E-Wallet,Failed,2400000,2026-02,Saturday
ORD-10540,2026-03-31 20:00:00,Electronics,Laptop,8500000,3,Midtrans - Bank Transfer,Paid,25500000,2026-03,Tuesday
ORD-10541,2026-08-04 01:00:00,Gadgets,Smartwatch,1200000,2,Credit Card,Failed,2400000,2026-08,Tuesday
ORD-10542,2026-05-05 06:00:00,Gadgets,Smartwatch,1200000,2,Midtrans - Bank Transfer,Paid,2400000,2026-05,Tuesday
ORD-10543,2026-05-18 06:00:00,Fashion,Kemeja Casual,250000,3,Midtrans - QRIS,Paid,750000,2026-05,Monday
ORD-10544,2026-07-17 01:00:00,Electronics,Laptop,8500000,2,Credit Card,Paid,17000000,2026-07,Friday
ORD-10545,2026-02-18 04:00:00,Home & Living,Lampu Meja,150000,1,Midtrans - Bank Transfer,Paid,150000,2026-02,Wednesday
ORD-10546,2026-01-31 12:00:00,Gadgets,Smartwatch,1200000,3,Credit Card,Paid,3600000,2026-01,Saturday
ORD-10547,2026-06-30 10:00:00,Home & Living,Lampu Meja,150000,1,Midtrans - Bank Transfer,Pending,150000,2026-06,Tuesday
ORD-10548,2026-07-21 22:00:00,Gadgets,Smartwatch,1200000,1,Credit Card,Paid,1200000,2026-07,Tuesday
ORD-10549,2026-02-09 17:00:00,Fashion,Kemeja Casual,250000,2,Midtrans - Bank Transfer,Pending,500000,2026-02,Monday
ORD-10550,2026-04-16 19:00:00,Gadgets,Smartwatch,1200000,1,Credit Card,Paid,1200000,2026-04,Thursday
ORD-10551,2026-05-19 12:00:00,Electronics,Laptop,8500000,2,Midtrans - QRIS,Paid,17000000,2026-05,Tuesday
ORD-10552,2026-05-18 13:00:00,Accessories,Headphone Bluetooth,450000,2,Midtrans - Bank Transfer,Failed,900000,2026-05,Monday
ORD-10553,2026-03-06 06:00:00,Fashion,Kemeja Casual,250000,2,Midtrans - QRIS,Paid,500000,2026-03,Friday
ORD-10554,2026-08-09 13:00:00,Home & Living,Lampu Meja,150000,2,Midtrans - QRIS,Paid,300000,2026-08,Sunday
ORD-10555,2026-02-19 15:00:00,Gadgets,Smartwatch,1200000,1,Credit Card,Paid,1200000,2026-02,Thursday
ORD-10556,2026-05-05 17:00:00,Electronics,Laptop,8500000,3,Midtrans - Bank Transfer,Paid,25500000,2026-05,Tuesday
ORD-10557,2026-04-22 17:00:00,Gadgets,Smartwatch,1200000,2,Midtrans - Bank Transfer,Paid,2400000,2026-04,Wednesday
ORD-10558,2026-02-20 17:00:00,Home & Living,Lampu Meja,150000,3,Midtrans - QRIS,Paid,450000,2026-02,Friday
ORD-10559,2026-03-06 04:00:00,Gadgets,Smartwatch,1200000,3,Midtrans - Bank Transfer,Paid,3600000,2026-03,Friday
ORD-10560,2026-05-15 20:00:00,Home & Living,Lampu Meja,150000,3,Credit Card,Paid,450000,2026-05,Friday
ORD-10561,2026-04-10 10:00:00,Fashion,Kemeja Casual,250000,2,Midtrans - QRIS,Paid,500000,2026-04,Friday
ORD-10562,2026-06-04 23:00:00,Home & Living,Lampu Meja,150000,1,Credit Card,Paid,150000,2026-06,Thursday
ORD-10563,2026-02-27 20:00:00,Electronics,Laptop,8500000,3,Credit Card,Paid,25500000,2026-02,Friday
ORD-10564,2026-03-19 08:00:00,Fashion,Kemeja Casual,250000,2,Credit Card,Paid,500000,2026-03,Thursday
ORD-10565,2026-02-26 21:00:00,Fashion,Kemeja Casual,250000,2,E-Wallet,Paid,500000,2026-02,Thursday
ORD-10566,2026-01-21 19:00:00,Electronics,Laptop,8500000,3,Credit Card,Paid,25500000,2026-01,Wednesday
ORD-10567,2026-03-12 00:00:00,Gadgets,Smartwatch,1200000,2,Midtrans - QRIS,Paid,2400000,2026-03,Thursday
ORD-10568,2026-01-22 06:00:00,Gadgets,Smartwatch,1200000,1,Midtrans - Bank Transfer,Paid,1200000,2026-01,Thursday
ORD-10569,2026-06-29 16:00:00,Accessories,Headphone Bluetooth,450000,2,Credit Card,Paid,900000,2026-06,Monday
ORD-10570,2026-02-25 04:00:00,Fashion,Kemeja Casual,250000,2,Credit Card,Paid,500000,2026-02,Wednesday
ORD-10571,2026-02-18 03:00:00,Home & Living,Lampu Meja,150000,2,Midtrans - Bank Transfer,Paid,300000,2026-02,Wednesday
ORD-10572,2026-03-18 03:00:00,Accessories,Headphone Bluetooth,450000,3,E-Wallet,Paid,1350000,2026-03,Wednesday
ORD-10573,2026-05-11 21:00:00,Fashion,Kemeja Casual,250000,1,Midtrans - QRIS,Paid,250000,2026-05,Monday
ORD-10574,2026-05-26 06:00:00,Home & Living,Lampu Meja,150000,2,Credit Card,Paid,300000,2026-05,Tuesday
ORD-10575,2026-03-17 10:00:00,Electronics,Laptop,8500000,1,Credit Card,Paid,8500000,2026-03,Tuesday
ORD-10576,2026-05-02 19:00:00,Gadgets,Smartwatch,1200000,1,Midtrans - QRIS,Pending,1200000,2026-05,Saturday
ORD-10577,2026-08-09 21:00:00,Electronics,Laptop,8500000,3,Credit Card,Paid,25500000,2026-08,Sunday
ORD-10578,2026-04-03 06:00:00,Electronics,Laptop,8500000,2,Midtrans - Bank Transfer,Paid,17000000,2026-04,Friday
ORD-10579,2026-06-24 10:00:00,Gadgets,Smartwatch,1200000,1,Credit Card,Paid,1200000,2026-06,Wednesday
ORD-10580,2026-01-30 17:00:00,Electronics,Laptop,8500000,2,Midtrans - Bank Transfer,Paid,17000000,2026-01,Friday
ORD-10581,2026-05-31 02:00:00,Accessories,Headphone Bluetooth,450000,3,Midtrans - QRIS,Paid,1350000,2026-05,Sunday
ORD-10582,2026-06-22 06:00:00,Electronics,Laptop,8500000,1,Midtrans - Bank Transfer,Paid,8500000,2026-06,Monday
ORD-10583,2026-05-27 18:00:00,Electronics,Laptop,8500000,2,Midtrans - QRIS,Paid,17000000,2026-05,Wednesday
ORD-10584,2026-06-27 20:00:00,Electronics,Laptop,8500000,1,E-Wallet,Paid,8500000,2026-06,Saturday
ORD-10585,2026-07-17 20:00:00,Home & Living,Lampu Meja,150000,3,Midtrans - Bank Transfer,Paid,450000,2026-07,Friday
ORD-10586,2026-07-22 01:00:00,Fashion,Kemeja Casual,250000,3,Credit Card,Paid,750000,2026-07,Wednesday
ORD-10587,2026-02-21 19:00:00,Fashion,Kemeja Casual,250000,1,Midtrans - Bank Transfer,Paid,250000,2026-02,Saturday
ORD-10588,2026-06-04 13:00:00,Fashion,Kemeja Casual,250000,3,Midtrans - QRIS,Paid,750000,2026-06,Thursday
ORD-10589,2026-02-15 01:00:00,Accessories,Headphone Bluetooth,450000,1,E-Wallet,Paid,450000,2026-02,Sunday
ORD-10590,2026-01-19 23:00:00,Gadgets,Smartwatch,1200000,2,Midtrans - Bank Transfer,Paid,2400000,2026-01,Monday
ORD-10591,2026-07-25 04:00:00,Fashion,Kemeja Casual,250000,3,Credit Card,Paid,750000,2026-07,Saturday
ORD-10592,2026-02-07 06:00:00,Home & Living,Lampu Meja,150000,3,E-Wallet,Paid,450000,2026-02,Saturday
ORD-10593,2026-02-27 16:00:00,Accessories,Headphone Bluetooth,450000,2,Midtrans - Bank Transfer,Paid,900000,2026-02,Friday
ORD-10594,2026-03-23 14:00:00,Fashion,Kemeja Casual,250000,3,Midtrans - QRIS,Paid,750000,2026-03,Monday
ORD-10595,2026-05-09 00:00:00,Accessories,Headphone Bluetooth,450000,3,Midtrans - Bank Transfer,Paid,1350000,2026-05,Saturday
ORD-10596,2026-03-25 04:00:00,Accessories,Headphone Bluetooth,450000,2,Midtrans - Bank Transfer,Paid,900000,2026-03,Wednesday
ORD-10597,2026-06-28 13:00:00,Electronics,Laptop,8500000,2,Midtrans - QRIS,Paid,17000000,2026-06,Sunday
ORD-10598,2026-01-22 00:00:00,Fashion,Kemeja Casual,250000,3,Credit Card,Paid,750000,2026-01,Thursday
ORD-10599,2026-02-20 14:00:00,Accessories,Headphone Bluetooth,450000,3,E-Wallet,Paid,1350000,2026-02,Friday
ORD-10600,2026-03-05 19:00:00,Gadgets,Smartwatch,1200000,2,Credit Card,Paid,2400000,2026-03,Thursday
ORD-10601,2026-05-24 08:00:00,Electronics,Laptop,8500000,1,Midtrans - Bank Transfer,Paid,8500000,2026-05,Sunday
ORD-10602,2026-02-04 07:00:00,Fashion,Kemeja Casual,250000,2,Midtrans - QRIS,Paid,500000,2026-02,Wednesday
ORD-10603,2026-02-08 16:00:00,Home & Living,Lampu Meja,150000,3,Midtrans - QRIS,Paid,450000,2026-02,Sunday
ORD-10604,2026-07-29 13:00:00,Home & Living,Lampu Meja,150000,3,Midtrans - QRIS,Paid,450000,2026-07,Wednesday
ORD-10605,2026-08-07 04:00:00,Accessories,Headphone Bluetooth,450000,2,Midtrans - Bank Transfer,Paid,900000,2026-08,Friday
ORD-10606,2026-01-06 13:00:00,Home & Living,Lampu Meja,150000,3,Credit Card,Paid,450000,2026-01,Tuesday
ORD-10607,2026-03-29 17:00:00,Home & Living,Lampu Meja,150000,2,Credit Card,Paid,300000,2026-03,Sunday
ORD-10608,2026-06-01 03:00:00,Electronics,Laptop,8500000,3,E-Wallet,Paid,25500000,2026-06,Monday
ORD-10609,2026-07-19 04:00:00,Electronics,Laptop,8500000,1,E-Wallet,Pending,8500000,2026-07,Sunday
ORD-10610,2026-03-19 04:00:00,Electronics,Laptop,8500000,3,Midtrans - Bank Transfer,Paid,25500000,2026-03,Thursday
ORD-10611,2026-07-24 14:00:00,Electronics,Laptop,8500000,1,Credit Card,Paid,8500000,2026-07,Friday
ORD-10612,2026-08-08 12:00:00,Gadgets,Smartwatch,1200000,1,Midtrans - Bank Transfer,Paid,1200000,2026-08,Saturday
ORD-10613,2026-06-23 23:00:00,Fashion,Kemeja Casual,250000,3,E-Wallet,Paid,750000,2026-06,Tuesday
ORD-10614,2026-05-03 05:00:00,Electronics,Laptop,8500000,3,Credit Card,Paid,25500000,2026-05,Sunday
ORD-10615,2026-05-17 20:00:00,Accessories,Headphone Bluetooth,450000,2,Midtrans - Bank Transfer,Paid,900000,2026-05,Sunday
ORD-10616,2026-06-29 02:00:00,Home & Living,Lampu Meja,150000,1,Midtrans - Bank Transfer,Paid,150000,2026-06,Monday
ORD-10617,2026-04-28 03:00:00,Gadgets,Smartwatch,1200000,1,Credit Card,Paid,1200000,2026-04,Tuesday
ORD-10618,2026-02-22 02:00:00,Electronics,Laptop,8500000,3,Midtrans - Bank Transfer,Pending,25500000,2026-02,Sunday
ORD-10619,2026-05-27 08:00:00,Electronics,Laptop,8500000,1,Credit Card,Paid,8500000,2026-05,Wednesday
ORD-10620,2026-02-22 08:00:00,Gadgets,Smartwatch,1200000,2,Midtrans - Bank Transfer,Paid,2400000,2026-02,Sunday
ORD-10621,2026-05-21 16:00:00,Gadgets,Smartwatch,1200000,3,E-Wallet,Paid,3600000,2026-05,Thursday
ORD-10622,2026-08-08 06:00:00,Electronics,Laptop,8500000,2,Midtrans - QRIS,Paid,17000000,2026-08,Saturday
ORD-10623,2026-05-26 06:00:00,Gadgets,Smartwatch,1200000,3,Midtrans - Bank Transfer,Paid,3600000,2026-05,Tuesday
ORD-10624,2026-05-30 08:00:00,Electronics,Laptop,8500000,1,Midtrans - Bank Transfer,Paid,8500000,2026-05,Saturday
ORD-10625,2026-02-28 04:00:00,Accessories,Headphone Bluetooth,450000,1,Midtrans - Bank Transfer,Paid,450000,2026-02,Saturday
ORD-10626,2026-06-01 13:00:00,Accessories,Headphone Bluetooth,450000,2,Credit Card,Failed,900000,2026-06,Monday
ORD-10627,2026-05-19 18:00:00,Home & Living,Lampu Meja,150000,3,Midtrans - QRIS,Paid,450000,2026-05,Tuesday
ORD-10628,2026-04-23 15:00:00,Gadgets,Smartwatch,1200000,3,Midtrans - QRIS,Paid,3600000,2026-04,Thursday
ORD-10629,2026-01-20 14:00:00,Home & Living,Lampu Meja,150000,1,Midtrans - Bank Transfer,Paid,150000,2026-01,Tuesday
ORD-10630,2026-08-02 19:00:00,Home & Living,Lampu Meja,150000,2,E-Wallet,Failed,300000,2026-08,Sunday
ORD-10631,2026-02-26 09:00:00,Home & Living,Lampu Meja,150000,2,E-Wallet,Paid,300000,2026-02,Thursday
ORD-10632,2026-04-26 23:00:00,Gadgets,Smartwatch,1200000,1,Midtrans - Bank Transfer,Paid,1200000,2026-04,Sunday
